Metodo,Base,Estatistica,Variavel,Valor
OVERSAMPLING,07-Oil Spill Imbalanced Classification,Minimo,smoothness3,NA
OVERSAMPLING,07-Oil Spill Imbalanced Classification,Minimo,compactness3,NA
OVERSAMPLING,07-Oil Spill Imbalanced Classification,Minimo,concavity3,NA
OVERSAMPLING,07-Oil Spill Imbalanced Classification,Minimo,concave_points3,NA
OVERSAMPLING,07-Oil Spill Imbalanced Classification,Minimo,symmetry3,NA
OVERSAMPLING,07-Oil Spill Imbalanced Classification,Minimo,fractal_dimension3,NA
OVERSAMPLING,07-Oil Spill Imbalanced Classification,Minimo,pregnancies,NA
OVERSAMPLING,07-Oil Spill Imbalanced Classification,Minimo,glucose,NA
OVERSAMPLING,07-Oil Spill Imbalanced Classification,Minimo,bloodpressure,NA
OVERSAMPLING,07-Oil Spill Imbalanced Classification,Minimo,skinthickness,NA
OVERSAMPLING,07-Oil Spill Imbalanced Classification,Minimo,insulin,NA
OVERSAMPLING,07-Oil Spill Imbalanced Classification,Minimo,bmi,NA
OVERSAMPLING,07-Oil Spill Imbalanced Classification,Minimo,diabetespedigreefunction,NA
OVERSAMPLING,07-Oil Spill Imbalanced Classification,Minimo,age,NA
OVERSAMPLING,07-Oil Spill Imbalanced Classification,Minimo,attribute01,NA
OVERSAMPLING,07-Oil Spill Imbalanced Classification,Minimo,attribute02,NA
OVERSAMPLING,07-Oil Spill Imbalanced Classification,Minimo,attribute03,NA
OVERSAMPLING,07-Oil Spill Imbalanced Classification,Minimo,attribute04,NA
OVERSAMPLING,07-Oil Spill Imbalanced Classification,Minimo,attribute05,NA
OVERSAMPLING,07-Oil Spill Imbalanced Classification,Minimo,attribute06,NA
OVERSAMPLING,07-Oil Spill Imbalanced Classification,Minimo,attribute07,NA
OVERSAMPLING,07-Oil Spill Imbalanced Classification,Minimo,attribute08,NA
OVERSAMPLING,07-Oil Spill Imbalanced Classification,Minimo,attribute09,NA
OVERSAMPLING,07-Oil Spill Imbalanced Classification,Minimo,attribute10,NA
OVERSAMPLING,07-Oil Spill Imbalanced Classification,Minimo,attribute11,NA
OVERSAMPLING,07-Oil Spill Imbalanced Classification,Minimo,attribute12,NA
OVERSAMPLING,07-Oil Spill Imbalanced Classification,Minimo,attribute13,NA
OVERSAMPLING,07-Oil Spill Imbalanced Classification,Minimo,attribute14,NA
OVERSAMPLING,07-Oil Spill Imbalanced Classification,Minimo,attribute15,NA
OVERSAMPLING,07-Oil Spill Imbalanced Classification,Minimo,attribute16,NA
OVERSAMPLING,07-Oil Spill Imbalanced Classification,Minimo,attribute17,NA
OVERSAMPLING,07-Oil Spill Imbalanced Classification,Minimo,attribute18,NA
OVERSAMPLING,07-Oil Spill Imbalanced Classification,Minimo,attribute19,NA
OVERSAMPLING,07-Oil Spill Imbalanced Classification,Minimo,attribute20,NA
OVERSAMPLING,07-Oil Spill Imbalanced Classification,Minimo,attribute21,NA
OVERSAMPLING,07-Oil Spill Imbalanced Classification,Minimo,attribute22,NA
OVERSAMPLING,07-Oil Spill Imbalanced Classification,Minimo,attribute23,NA
OVERSAMPLING,07-Oil Spill Imbalanced Classification,Minimo,attribute24,NA
OVERSAMPLING,07-Oil Spill Imbalanced Classification,Minimo,attribute25,NA
OVERSAMPLING,07-Oil Spill Imbalanced Classification,Minimo,attribute26,NA
OVERSAMPLING,07-Oil Spill Imbalanced Classification,Minimo,attribute27,NA
OVERSAMPLING,07-Oil Spill Imbalanced Classification,Minimo,attribute28,NA
OVERSAMPLING,07-Oil Spill Imbalanced Classification,Minimo,attribute29,NA
OVERSAMPLING,07-Oil Spill Imbalanced Classification,Minimo,attribute30,NA
OVERSAMPLING,07-Oil Spill Imbalanced Classification,Minimo,attribute31,NA
OVERSAMPLING,07-Oil Spill Imbalanced Classification,Minimo,attribute32,NA
OVERSAMPLING,07-Oil Spill Imbalanced Classification,Minimo,attribute33,NA
OVERSAMPLING,07-Oil Spill Imbalanced Classification,Minimo,attribute34,NA
OVERSAMPLING,07-Oil Spill Imbalanced Classification,Minimo,aa,NA
OVERSAMPLING,07-Oil Spill Imbalanced Classification,Minimo,ao,NA
OVERSAMPLING,07-Oil Spill Imbalanced Classification,Minimo,dcl,NA
OVERSAMPLING,07-Oil Spill Imbalanced Classification,Minimo,iy,NA
OVERSAMPLING,07-Oil Spill Imbalanced Classification,Minimo,sh,NA
OVERSAMPLING,07-Oil Spill Imbalanced Classification,Minimo,0,NA
OVERSAMPLING,07-Oil Spill Imbalanced Classification,Minimo,1,1
OVERSAMPLING,07-Oil Spill Imbalanced Classification,Minimo,2,10
OVERSAMPLING,07-Oil Spill Imbalanced Classification,Minimo,3,1.92
OVERSAMPLING,07-Oil Spill Imbalanced Classification,Minimo,4,1
OVERSAMPLING,07-Oil Spill Imbalanced Classification,Minimo,5,0
OVERSAMPLING,07-Oil Spill Imbalanced Classification,Minimo,6,73125
OVERSAMPLING,07-Oil Spill Imbalanced Classification,Minimo,7,21.24
OVERSAMPLING,07-Oil Spill Imbalanced Classification,Minimo,8,0.83
OVERSAMPLING,07-Oil Spill Imbalanced Classification,Minimo,9,667
OVERSAMPLING,07-Oil Spill Imbalanced Classification,Minimo,10,0.02
OVERSAMPLING,07-Oil Spill Imbalanced Classification,Minimo,11,41
OVERSAMPLING,07-Oil Spill Imbalanced Classification,Minimo,12,0.02
OVERSAMPLING,07-Oil Spill Imbalanced Classification,Minimo,13,0.03
OVERSAMPLING,07-Oil Spill Imbalanced Classification,Minimo,14,0.06
OVERSAMPLING,07-Oil Spill Imbalanced Classification,Minimo,15,0.02
OVERSAMPLING,07-Oil Spill Imbalanced Classification,Minimo,16,0.03
OVERSAMPLING,07-Oil Spill Imbalanced Classification,Minimo,17,4.82
OVERSAMPLING,07-Oil Spill Imbalanced Classification,Minimo,18,1.97
OVERSAMPLING,07-Oil Spill Imbalanced Classification,Minimo,19,0.13
OVERSAMPLING,07-Oil Spill Imbalanced Classification,Minimo,20,0.02
OVERSAMPLING,07-Oil Spill Imbalanced Classification,Minimo,21,0.03
OVERSAMPLING,07-Oil Spill Imbalanced Classification,Minimo,22,47.66
OVERSAMPLING,07-Oil Spill Imbalanced Classification,Minimo,23,0
OVERSAMPLING,07-Oil Spill Imbalanced Classification,Minimo,24,0.17
OVERSAMPLING,07-Oil Spill Imbalanced Classification,Minimo,25,132.78
OVERSAMPLING,07-Oil Spill Imbalanced Classification,Minimo,26,-0.71
OVERSAMPLING,07-Oil Spill Imbalanced Classification,Minimo,27,2.96
OVERSAMPLING,07-Oil Spill Imbalanced Classification,Minimo,28,-1.53
OVERSAMPLING,07-Oil Spill Imbalanced Classification,Minimo,29,1.45
OVERSAMPLING,07-Oil Spill Imbalanced Classification,Minimo,30,-7.76
OVERSAMPLING,07-Oil Spill Imbalanced Classification,Minimo,31,-1.37
OVERSAMPLING,07-Oil Spill Imbalanced Classification,Minimo,32,0
OVERSAMPLING,07-Oil Spill Imbalanced Classification,Minimo,33,0
OVERSAMPLING,07-Oil Spill Imbalanced Classification,Minimo,34,0
OVERSAMPLING,07-Oil Spill Imbalanced Classification,Minimo,35,5
OVERSAMPLING,07-Oil Spill Imbalanced Classification,Minimo,36,360
OVERSAMPLING,07-Oil Spill Imbalanced Classification,Minimo,37,0
OVERSAMPLING,07-Oil Spill Imbalanced Classification,Minimo,38,5.05
OVERSAMPLING,07-Oil Spill Imbalanced Classification,Minimo,39,64
OVERSAMPLING,07-Oil Spill Imbalanced Classification,Minimo,40,39
OVERSAMPLING,07-Oil Spill Imbalanced Classification,Minimo,41,0
OVERSAMPLING,07-Oil Spill Imbalanced Classification,Minimo,42,0
OVERSAMPLING,07-Oil Spill Imbalanced Classification,Minimo,43,0
OVERSAMPLING,07-Oil Spill Imbalanced Classification,Minimo,44,0
OVERSAMPLING,07-Oil Spill Imbalanced Classification,Minimo,45,0
OVERSAMPLING,07-Oil Spill Imbalanced Classification,Minimo,46,0
OVERSAMPLING,07-Oil Spill Imbalanced Classification,Minimo,48,35.96
OVERSAMPLING,07-Oil Spill Imbalanced Classification,Minimo,49,5.84
OVERSAMPLING,07-Oil Spill Imbalanced Classification,Maximo,time,NA
OVERSAMPLING,07-Oil Spill Imbalanced Classification,Maximo,v1,NA
OVERSAMPLING,07-Oil Spill Imbalanced Classification,Maximo,v2,NA
OVERSAMPLING,07-Oil Spill Imbalanced Classification,Maximo,v3,NA
OVERSAMPLING,07-Oil Spill Imbalanced Classification,Maximo,v4,NA
OVERSAMPLING,07-Oil Spill Imbalanced Classification,Maximo,v5,NA
OVERSAMPLING,07-Oil Spill Imbalanced Classification,Maximo,v6,NA
OVERSAMPLING,07-Oil Spill Imbalanced Classification,Maximo,v7,NA
OVERSAMPLING,07-Oil Spill Imbalanced Classification,Maximo,v8,NA
OVERSAMPLING,07-Oil Spill Imbalanced Classification,Maximo,v9,NA
OVERSAMPLING,07-Oil Spill Imbalanced Classification,Maximo,v10,NA
OVERSAMPLING,07-Oil Spill Imbalanced Classification,Maximo,v11,NA
OVERSAMPLING,07-Oil Spill Imbalanced Classification,Maximo,v12,NA
OVERSAMPLING,07-Oil Spill Imbalanced Classification,Maximo,v13,NA
OVERSAMPLING,07-Oil Spill Imbalanced Classification,Maximo,v14,NA
OVERSAMPLING,07-Oil Spill Imbalanced Classification,Maximo,v15,NA
OVERSAMPLING,07-Oil Spill Imbalanced Classification,Maximo,v16,NA
OVERSAMPLING,07-Oil Spill Imbalanced Classification,Maximo,v17,NA
OVERSAMPLING,07-Oil Spill Imbalanced Classification,Maximo,v18,NA
OVERSAMPLING,07-Oil Spill Imbalanced Classification,Maximo,v19,NA
OVERSAMPLING,07-Oil Spill Imbalanced Classification,Maximo,v20,NA
OVERSAMPLING,07-Oil Spill Imbalanced Classification,Maximo,v21,NA
OVERSAMPLING,07-Oil Spill Imbalanced Classification,Maximo,v22,NA
OVERSAMPLING,07-Oil Spill Imbalanced Classification,Maximo,v23,NA
OVERSAMPLING,07-Oil Spill Imbalanced Classification,Maximo,v24,NA
OVERSAMPLING,07-Oil Spill Imbalanced Classification,Maximo,v25,NA
OVERSAMPLING,07-Oil Spill Imbalanced Classification,Maximo,v26,NA
OVERSAMPLING,07-Oil Spill Imbalanced Classification,Maximo,v27,NA
OVERSAMPLING,07-Oil Spill Imbalanced Classification,Maximo,v28,NA
OVERSAMPLING,07-Oil Spill Imbalanced Classification,Maximo,amount,NA
OVERSAMPLING,07-Oil Spill Imbalanced Classification,Maximo,radius1,NA
OVERSAMPLING,07-Oil Spill Imbalanced Classification,Maximo,texture1,NA
OVERSAMPLING,07-Oil Spill Imbalanced Classification,Maximo,perimeter1,NA
OVERSAMPLING,07-Oil Spill Imbalanced Classification,Maximo,area1,NA
OVERSAMPLING,07-Oil Spill Imbalanced Classification,Maximo,smoothness1,NA
OVERSAMPLING,07-Oil Spill Imbalanced Classification,Maximo,compactness1,NA
OVERSAMPLING,07-Oil Spill Imbalanced Classification,Maximo,concavity1,NA
OVERSAMPLING,07-Oil Spill Imbalanced Classification,Maximo,concave_points1,NA
OVERSAMPLING,07-Oil Spill Imbalanced Classification,Maximo,symmetry1,NA
OVERSAMPLING,07-Oil Spill Imbalanced Classification,Maximo,fractal_dimension1,NA
OVERSAMPLING,07-Oil Spill Imbalanced Classification,Maximo,radius2,NA
OVERSAMPLING,07-Oil Spill Imbalanced Classification,Maximo,texture2,NA
OVERSAMPLING,07-Oil Spill Imbalanced Classification,Maximo,perimeter2,NA
OVERSAMPLING,07-Oil Spill Imbalanced Classification,Maximo,area2,NA
OVERSAMPLING,07-Oil Spill Imbalanced Classification,Maximo,smoothness2,NA
OVERSAMPLING,07-Oil Spill Imbalanced Classification,Maximo,compactness2,NA
OVERSAMPLING,07-Oil Spill Imbalanced Classification,Maximo,concavity2,NA
OVERSAMPLING,07-Oil Spill Imbalanced Classification,Maximo,concave_points2,NA
OVERSAMPLING,07-Oil Spill Imbalanced Classification,Maximo,symmetry2,NA
OVERSAMPLING,07-Oil Spill Imbalanced Classification,Maximo,fractal_dimension2,NA
OVERSAMPLING,07-Oil Spill Imbalanced Classification,Maximo,radius3,NA
OVERSAMPLING,07-Oil Spill Imbalanced Classification,Maximo,texture3,NA
OVERSAMPLING,07-Oil Spill Imbalanced Classification,Maximo,perimeter3,NA
OVERSAMPLING,07-Oil Spill Imbalanced Classification,Maximo,area3,NA
OVERSAMPLING,07-Oil Spill Imbalanced Classification,Maximo,smoothness3,NA
OVERSAMPLING,07-Oil Spill Imbalanced Classification,Maximo,compactness3,NA
OVERSAMPLING,07-Oil Spill Imbalanced Classification,Maximo,concavity3,NA
OVERSAMPLING,07-Oil Spill Imbalanced Classification,Maximo,concave_points3,NA
OVERSAMPLING,07-Oil Spill Imbalanced Classification,Maximo,symmetry3,NA
OVERSAMPLING,07-Oil Spill Imbalanced Classification,Maximo,fractal_dimension3,NA
OVERSAMPLING,07-Oil Spill Imbalanced Classification,Maximo,pregnancies,NA
OVERSAMPLING,07-Oil Spill Imbalanced Classification,Maximo,glucose,NA
OVERSAMPLING,07-Oil Spill Imbalanced Classification,Maximo,bloodpressure,NA
OVERSAMPLING,07-Oil Spill Imbalanced Classification,Maximo,skinthickness,NA
OVERSAMPLING,07-Oil Spill Imbalanced Classification,Maximo,insulin,NA
OVERSAMPLING,07-Oil Spill Imbalanced Classification,Maximo,bmi,NA
OVERSAMPLING,07-Oil Spill Imbalanced Classification,Maximo,diabetespedigreefunction,NA
OVERSAMPLING,07-Oil Spill Imbalanced Classification,Maximo,age,NA
OVERSAMPLING,07-Oil Spill Imbalanced Classification,Maximo,attribute01,NA
OVERSAMPLING,07-Oil Spill Imbalanced Classification,Maximo,attribute02,NA
OVERSAMPLING,07-Oil Spill Imbalanced Classification,Maximo,attribute03,NA
OVERSAMPLING,07-Oil Spill Imbalanced Classification,Maximo,attribute04,NA
OVERSAMPLING,07-Oil Spill Imbalanced Classification,Maximo,attribute05,NA
OVERSAMPLING,07-Oil Spill Imbalanced Classification,Maximo,attribute06,NA
OVERSAMPLING,07-Oil Spill Imbalanced Classification,Maximo,attribute07,NA
OVERSAMPLING,07-Oil Spill Imbalanced Classification,Maximo,attribute08,NA
OVERSAMPLING,07-Oil Spill Imbalanced Classification,Maximo,attribute09,NA
OVERSAMPLING,07-Oil Spill Imbalanced Classification,Maximo,attribute10,NA
OVERSAMPLING,07-Oil Spill Imbalanced Classification,Maximo,attribute11,NA
OVERSAMPLING,07-Oil Spill Imbalanced Classification,Maximo,attribute12,NA
OVERSAMPLING,07-Oil Spill Imbalanced Classification,Maximo,attribute13,NA
OVERSAMPLING,07-Oil Spill Imbalanced Classification,Maximo,attribute14,NA
OVERSAMPLING,07-Oil Spill Imbalanced Classification,Maximo,attribute15,NA
OVERSAMPLING,07-Oil Spill Imbalanced Classification,Maximo,attribute16,NA
OVERSAMPLING,07-Oil Spill Imbalanced Classification,Maximo,attribute17,NA
OVERSAMPLING,07-Oil Spill Imbalanced Classification,Maximo,attribute18,NA
OVERSAMPLING,07-Oil Spill Imbalanced Classification,Maximo,attribute19,NA
OVERSAMPLING,07-Oil Spill Imbalanced Classification,Maximo,attribute20,NA
OVERSAMPLING,07-Oil Spill Imbalanced Classification,Maximo,attribute21,NA
OVERSAMPLING,07-Oil Spill Imbalanced Classification,Maximo,attribute22,NA
OVERSAMPLING,07-Oil Spill Imbalanced Classification,Maximo,attribute23,NA
OVERSAMPLING,07-Oil Spill Imbalanced Classification,Maximo,attribute24,NA
OVERSAMPLING,07-Oil Spill Imbalanced Classification,Maximo,attribute25,NA
OVERSAMPLING,07-Oil Spill Imbalanced Classification,Maximo,attribute26,NA
OVERSAMPLING,07-Oil Spill Imbalanced Classification,Maximo,attribute27,NA
OVERSAMPLING,07-Oil Spill Imbalanced Classification,Maximo,attribute28,NA
OVERSAMPLING,07-Oil Spill Imbalanced Classification,Maximo,attribute29,NA
OVERSAMPLING,07-Oil Spill Imbalanced Classification,Maximo,attribute30,NA
OVERSAMPLING,07-Oil Spill Imbalanced Classification,Maximo,attribute31,NA
OVERSAMPLING,07-Oil Spill Imbalanced Classification,Maximo,attribute32,NA
OVERSAMPLING,07-Oil Spill Imbalanced Classification,Maximo,attribute33,NA
OVERSAMPLING,07-Oil Spill Imbalanced Classification,Maximo,attribute34,NA
OVERSAMPLING,07-Oil Spill Imbalanced Classification,Maximo,aa,NA
OVERSAMPLING,07-Oil Spill Imbalanced Classification,Maximo,ao,NA
OVERSAMPLING,07-Oil Spill Imbalanced Classification,Maximo,dcl,NA
OVERSAMPLING,07-Oil Spill Imbalanced Classification,Maximo,iy,NA
OVERSAMPLING,07-Oil Spill Imbalanced Classification,Maximo,sh,NA
OVERSAMPLING,07-Oil Spill Imbalanced Classification,Maximo,0,NA
OVERSAMPLING,07-Oil Spill Imbalanced Classification,Maximo,1,352
OVERSAMPLING,07-Oil Spill Imbalanced Classification,Maximo,2,25523
OVERSAMPLING,07-Oil Spill Imbalanced Classification,Maximo,3,1893.08
OVERSAMPLING,07-Oil Spill Imbalanced Classification,Maximo,4,2689.99
OVERSAMPLING,07-Oil Spill Imbalanced Classification,Maximo,5,180
OVERSAMPLING,07-Oil Spill Imbalanced Classification,Maximo,6,35891720
OVERSAMPLING,07-Oil Spill Imbalanced Classification,Maximo,7,79.6
OVERSAMPLING,07-Oil Spill Imbalanced Classification,Maximo,8,24.69
OVERSAMPLING,07-Oil Spill Imbalanced Classification,Maximo,9,61516.5
OVERSAMPLING,07-Oil Spill Imbalanced Classification,Maximo,10,0.72
OVERSAMPLING,07-Oil Spill Imbalanced Classification,Maximo,11,654.2
OVERSAMPLING,07-Oil Spill Imbalanced Classification,Maximo,12,0.66
OVERSAMPLING,07-Oil Spill Imbalanced Classification,Maximo,13,0.83
OVERSAMPLING,07-Oil Spill Imbalanced Classification,Maximo,14,1.23
OVERSAMPLING,07-Oil Spill Imbalanced Classification,Maximo,15,0.65
OVERSAMPLING,07-Oil Spill Imbalanced Classification,Maximo,16,1.12
OVERSAMPLING,07-Oil Spill Imbalanced Classification,Maximo,17,5717
OVERSAMPLING,07-Oil Spill Imbalanced Classification,Maximo,18,1678.13
OVERSAMPLING,07-Oil Spill Imbalanced Classification,Maximo,19,2.57
OVERSAMPLING,07-Oil Spill Imbalanced Classification,Maximo,20,0.65
OVERSAMPLING,07-Oil Spill Imbalanced Classification,Maximo,21,0.77
OVERSAMPLING,07-Oil Spill Imbalanced Classification,Maximo,22,126.08
OVERSAMPLING,07-Oil Spill Imbalanced Classification,Maximo,23,0
OVERSAMPLING,07-Oil Spill Imbalanced Classification,Maximo,24,1.29
OVERSAMPLING,07-Oil Spill Imbalanced Classification,Maximo,25,2036.8
OVERSAMPLING,07-Oil Spill Imbalanced Classification,Maximo,26,1.83
OVERSAMPLING,07-Oil Spill Imbalanced Classification,Maximo,27,14.78
OVERSAMPLING,07-Oil Spill Imbalanced Classification,Maximo,28,5.72
OVERSAMPLING,07-Oil Spill Imbalanced Classification,Maximo,29,39.42
OVERSAMPLING,07-Oil Spill Imbalanced Classification,Maximo,30,1.28
OVERSAMPLING,07-Oil Spill Imbalanced Classification,Maximo,31,0
OVERSAMPLING,07-Oil Spill Imbalanced Classification,Maximo,32,2.98
OVERSAMPLING,07-Oil Spill Imbalanced Classification,Maximo,33,0.87
OVERSAMPLING,07-Oil Spill Imbalanced Classification,Maximo,34,2.98
OVERSAMPLING,07-Oil Spill Imbalanced Classification,Maximo,35,882
OVERSAMPLING,07-Oil Spill Imbalanced Classification,Maximo,36,45630
OVERSAMPLING,07-Oil Spill Imbalanced Classification,Maximo,37,0.02
OVERSAMPLING,07-Oil Spill Imbalanced Classification,Maximo,38,441.23
OVERSAMPLING,07-Oil Spill Imbalanced Classification,Maximo,39,143
OVERSAMPLING,07-Oil Spill Imbalanced Classification,Maximo,40,86
OVERSAMPLING,07-Oil Spill Imbalanced Classification,Maximo,41,11949.33
OVERSAMPLING,07-Oil Spill Imbalanced Classification,Maximo,42,5020.46
OVERSAMPLING,07-Oil Spill Imbalanced Classification,Maximo,43,4531.14
OVERSAMPLING,07-Oil Spill Imbalanced Classification,Maximo,44,1155.84
OVERSAMPLING,07-Oil Spill Imbalanced Classification,Maximo,45,76.63
OVERSAMPLING,07-Oil Spill Imbalanced Classification,Maximo,46,1
OVERSAMPLING,07-Oil Spill Imbalanced Classification,Maximo,48,66.42
OVERSAMPLING,07-Oil Spill Imbalanced Classification,Maximo,49,15.44
UNDERSAMPLING,01-Credit Card Fraud Detection,Media,time,90226.94105691057
UNDERSAMPLING,01-Credit Card Fraud Detection,Media,v1,-2.44239790053321
UNDERSAMPLING,01-Credit Card Fraud Detection,Media,v2,1.7946739999935721
UNDERSAMPLING,01-Credit Card Fraud Detection,Media,v3,-3.49053738191116
UNDERSAMPLING,01-Credit Card Fraud Detection,Media,v4,2.2844716492690273
UNDERSAMPLING,01-Credit Card Fraud Detection,Media,v5,-1.5382974605695032
UNDERSAMPLING,01-Credit Card Fraud Detection,Media,v6,-0.718433616280958
UNDERSAMPLING,01-Credit Card Fraud Detection,Media,v7,-2.7787293723599764
UNDERSAMPLING,01-Credit Card Fraud Detection,Media,v8,0.2765995988770238
UNDERSAMPLING,01-Credit Card Fraud Detection,Media,v9,-1.2997301612751553
UNDERSAMPLING,01-Credit Card Fraud Detection,Media,v10,-2.814137192598821
UNDERSAMPLING,01-Credit Card Fraud Detection,Media,v11,1.830696796132388
UNDERSAMPLING,01-Credit Card Fraud Detection,Media,v12,-3.1442955780002384
UNDERSAMPLING,01-Credit Card Fraud Detection,Media,v13,-0.07195233621876712
UNDERSAMPLING,01-Credit Card Fraud Detection,Media,v14,-3.470689617591257
UNDERSAMPLING,01-Credit Card Fraud Detection,Media,v15,-0.06642903096417263
UNDERSAMPLING,01-Credit Card Fraud Detection,Media,v16,-2.0864826280074986
UNDERSAMPLING,01-Credit Card Fraud Detection,Media,v17,-3.35284406339236
UNDERSAMPLING,01-Credit Card Fraud Detection,Media,v18,-1.0830058557504776
UNDERSAMPLING,01-Credit Card Fraud Detection,Media,v19,0.3256203123610766
UNDERSAMPLING,01-Credit Card Fraud Detection,Media,v20,0.1902345891386727
UNDERSAMPLING,01-Credit Card Fraud Detection,Media,v21,0.36302232330290674
UNDERSAMPLING,01-Credit Card Fraud Detection,Media,v22,-0.007269492277747581
UNDERSAMPLING,01-Credit Card Fraud Detection,Media,v23,-0.03177046167967436
UNDERSAMPLING,01-Credit Card Fraud Detection,Media,v24,-0.0643047228381911
UNDERSAMPLING,01-Credit Card Fraud Detection,Media,v25,0.017889780132435692
UNDERSAMPLING,01-Credit Card Fraud Detection,Media,v26,0.01469815636456619
UNDERSAMPLING,01-Credit Card Fraud Detection,Media,v27,0.07628000562000577
UNDERSAMPLING,01-Credit Card Fraud Detection,Media,v28,0.03790372178143814
UNDERSAMPLING,01-Credit Card Fraud Detection,Media,amount,106.22283536585365
UNDERSAMPLING,01-Credit Card Fraud Detection,Media,radius1,NA
UNDERSAMPLING,01-Credit Card Fraud Detection,Media,texture1,NA
UNDERSAMPLING,01-Credit Card Fraud Detection,Media,perimeter1,NA
UNDERSAMPLING,01-Credit Card Fraud Detection,Media,area1,NA
UNDERSAMPLING,01-Credit Card Fraud Detection,Media,smoothness1,NA
UNDERSAMPLING,01-Credit Card Fraud Detection,Media,compactness1,NA
UNDERSAMPLING,01-Credit Card Fraud Detection,Media,concavity1,NA
UNDERSAMPLING,01-Credit Card Fraud Detection,Media,concave_points1,NA
UNDERSAMPLING,01-Credit Card Fraud Detection,Media,symmetry1,NA
UNDERSAMPLING,01-Credit Card Fraud Detection,Media,fractal_dimension1,NA
UNDERSAMPLING,01-Credit Card Fraud Detection,Media,radius2,NA
UNDERSAMPLING,01-Credit Card Fraud Detection,Media,texture2,NA
UNDERSAMPLING,01-Credit Card Fraud Detection,Media,perimeter2,NA
UNDERSAMPLING,01-Credit Card Fraud Detection,Media,area2,NA
UNDERSAMPLING,01-Credit Card Fraud Detection,Media,smoothness2,NA
UNDERSAMPLING,01-Credit Card Fraud Detection,Media,compactness2,NA
UNDERSAMPLING,01-Credit Card Fraud Detection,Media,concavity2,NA
UNDERSAMPLING,01-Credit Card Fraud Detection,Media,concave_points2,NA
UNDERSAMPLING,01-Credit Card Fraud Detection,Media,symmetry2,NA
UNDERSAMPLING,01-Credit Card Fraud Detection,Media,fractal_dimension2,NA
UNDERSAMPLING,01-Credit Card Fraud Detection,Media,radius3,NA
UNDERSAMPLING,01-Credit Card Fraud Detection,Media,texture3,NA
UNDERSAMPLING,01-Credit Card Fraud Detection,Media,perimeter3,NA
UNDERSAMPLING,01-Credit Card Fraud Detection,Media,area3,NA
UNDERSAMPLING,01-Credit Card Fraud Detection,Media,smoothness3,NA
UNDERSAMPLING,01-Credit Card Fraud Detection,Media,compactness3,NA
UNDERSAMPLING,01-Credit Card Fraud Detection,Media,concavity3,NA
UNDERSAMPLING,01-Credit Card Fraud Detection,Media,concave_points3,NA
UNDERSAMPLING,01-Credit Card Fraud Detection,Media,symmetry3,NA
UNDERSAMPLING,01-Credit Card Fraud Detection,Media,fractal_dimension3,NA
UNDERSAMPLING,01-Credit Card Fraud Detection,Media,pregnancies,NA
UNDERSAMPLING,01-Credit Card Fraud Detection,Media,glucose,NA
UNDERSAMPLING,01-Credit Card Fraud Detection,Media,bloodpressure,NA
UNDERSAMPLING,01-Credit Card Fraud Detection,Media,skinthickness,NA
UNDERSAMPLING,01-Credit Card Fraud Detection,Media,insulin,NA
UNDERSAMPLING,01-Credit Card Fraud Detection,Media,bmi,NA
UNDERSAMPLING,01-Credit Card Fraud Detection,Media,diabetespedigreefunction,NA
UNDERSAMPLING,01-Credit Card Fraud Detection,Media,age,NA
UNDERSAMPLING,01-Credit Card Fraud Detection,Media,attribute01,NA
UNDERSAMPLING,01-Credit Card Fraud Detection,Media,attribute02,NA
UNDERSAMPLING,01-Credit Card Fraud Detection,Media,attribute03,NA
UNDERSAMPLING,01-Credit Card Fraud Detection,Media,attribute04,NA
UNDERSAMPLING,01-Credit Card Fraud Detection,Media,attribute05,NA
UNDERSAMPLING,01-Credit Card Fraud Detection,Media,attribute06,NA
UNDERSAMPLING,01-Credit Card Fraud Detection,Media,attribute07,NA
UNDERSAMPLING,01-Credit Card Fraud Detection,Media,attribute08,NA
UNDERSAMPLING,01-Credit Card Fraud Detection,Media,attribute09,NA
UNDERSAMPLING,01-Credit Card Fraud Detection,Media,attribute10,NA
UNDERSAMPLING,01-Credit Card Fraud Detection,Media,attribute11,NA
UNDERSAMPLING,01-Credit Card Fraud Detection,Media,attribute12,NA
UNDERSAMPLING,01-Credit Card Fraud Detection,Media,attribute13,NA
UNDERSAMPLING,01-Credit Card Fraud Detection,Media,attribute14,NA
UNDERSAMPLING,01-Credit Card Fraud Detection,Media,attribute15,NA
UNDERSAMPLING,01-Credit Card Fraud Detection,Media,attribute16,NA
UNDERSAMPLING,01-Credit Card Fraud Detection,Media,attribute17,NA
UNDERSAMPLING,01-Credit Card Fraud Detection,Media,attribute18,NA
UNDERSAMPLING,01-Credit Card Fraud Detection,Media,attribute19,NA
UNDERSAMPLING,01-Credit Card Fraud Detection,Media,attribute20,NA
UNDERSAMPLING,01-Credit Card Fraud Detection,Media,attribute21,NA
UNDERSAMPLING,01-Credit Card Fraud Detection,Media,attribute22,NA
UNDERSAMPLING,01-Credit Card Fraud Detection,Media,attribute23,NA
UNDERSAMPLING,01-Credit Card Fraud Detection,Media,attribute24,NA
UNDERSAMPLING,01-Credit Card Fraud Detection,Media,attribute25,NA
UNDERSAMPLING,01-Credit Card Fraud Detection,Media,attribute26,NA
UNDERSAMPLING,01-Credit Card Fraud Detection,Media,attribute27,NA
UNDERSAMPLING,01-Credit Card Fraud Detection,Media,attribute28,NA
